customer_id,customer_name,segment,lifetime_orders,lifetime_value,lifetime_profit,lifetime_units,avg_discount,first_order,last_order,distinct_products,avg_order_value,profit_margin,tenure_days,recency_days,is_repeat,is_high_value,r_score,f_score,m_score,rfm_score,rfm_segment
AG-10900,Arthur Gainer,Consumer,10,4510.797,343.6824,92,0.16666666666666666,2015-07-23,2018-09-25,21,451.07969999999995,7.619105891929963,1160,97,True,True,3,5,5,13,Champion
AJ-10795,Anthony Johnson,Corporate,7,4501.391,1158.7064,88,0.08333333333333333,2015-05-14,2018-07-17,21,643.0558571428571,25.741074259045703,1160,167,True,True,2,3,5,10,Loyal
LC-16930,Linda Cazamias,Corporate,8,4492.946,288.26599999999996,52,0.17142857142857143,2015-02-20,2018-11-19,14,561.61825,6.415968498174694,1368,42,True,True,4,4,5,13,Champion
SC-20770,Stewart Carmichael,Corporate,7,4492.657,-671.1874,75,0.30476190476190473,2016-06-20,2018-11-19,21,641.8081428571429,-14.939653750553402,882,42,True,True,4,4,5,13,Champion
TP-21130,Theone Pippenger,Consumer,9,4454.0560000000005,1129.1261,55,0.08750000000000001,2016-04-14,2018-12-22,16,494.8951111111112,25.35051422793067,982,9,True,True,5,5,5,15,Champion
MC-17425,Mark Cousins,Corporate,5,4432.138,1802.3903,48,0.12,2015-05-30,2017-11-26,10,886.4276,40.66638493657012,911,400,True,True,1,2,5,8,Potential
JK-15205,Jamie Kunitz,Consumer,5,4427.142,1219.983,67,0.13076923076923078,2015-07-11,2018-10-30,13,885.4284,27.556897881296784,1207,62,True,True,3,2,5,10,Loyal
KW-16435,Katrina Willman,Consumer,5,4416.5199999999995,1756.135,42,0.11000000000000001,2016-08-24,2018-09-25,10,883.3039999999999,39.76286759711266,762,97,True,True,3,2,5,10,Loyal
BD-11500,Bradley Drucker,Consumer,6,4411.2429999999995,1142.1225,49,0.135,2015-02-01,2018-11-25,10,735.2071666666666,25.891171717359484,1393,36,True,True,4,3,5,12,Loyal
AI-10855,Arianne Irving,Consumer,10,4375.786,867.7271000000001,72,0.07222222222222223,2015-04-28,2018-12-17,18,437.5786,19.830199648703115,1329,14,True,True,5,5,5,15,Champion
SC-20230,Scot Coram,Corporate,4,4371.9580000000005,440.14099999999996,49,0.10909090909090911,2017-06-06,2018-08-03,11,1092.9895000000001,10.067365697474678,423,150,True,True,2,2,5,9,Potential
EB-13840,Ellis Ballard,Corporate,5,4358.128,656.1988,41,0.125,2015-05-30,2018-10-01,8,871.6256,15.05689598836932,1220,91,True,True,3,2,5,10,Loyal
GZ-14470,Gary Zandusky,Consumer,9,4355.150000000001,1087.7539,48,0.07857142857142858,2015-08-05,2018-12-23,14,483.9055555555556,24.97626717793876,1236,8,True,True,5,5,5,15,Champion
SR-20740,Steven Roelle,Home Office,8,4345.8859999999995,1990.4243999999999,50,0.03333333333333333,2015-02-20,2018-06-17,12,543.2357499999999,45.800198164424934,1213,197,True,True,2,4,5,11,Loyal
ND-18370,Natalie DeCherney,Consumer,9,4326.139,353.64549999999997,63,0.21111111111111114,2015-01-13,2018-12-03,18,480.6821111111111,8.174621758570401,1420,28,True,True,4,5,5,14,Champion
MA-17560,Matt Abelman,Home Office,11,4299.161,1240.2266,117,0.09411764705882353,2015-08-08,2018-10-27,34,390.8328181818182,28.848107805220597,1176,65,True,True,3,5,5,13,Champion
SP-20860,Sung Pak,Corporate,10,4282.94,566.7226,80,0.20833333333333334,2015-12-15,2018-10-12,23,428.294,13.23209290814254,1032,80,True,True,3,5,5,13,Champion
DK-12895,Dana Kaydos,Consumer,5,4282.176,937.6496,65,0.08000000000000002,2016-03-08,2018-11-15,15,856.4352000000001,21.896568473598464,982,46,True,False,4,2,4,10,Loyal
RD-19480,Rick Duston,Consumer,8,4272.93,480.594,60,0.10666666666666667,2015-06-08,2018-10-19,14,534.11625,11.24741102709382,1229,73,True,False,3,4,4,11,Loyal
TC-21295,Toby Carlisle,Consumer,8,4266.812,606.3727,63,0.13125,2015-10-14,2018-12-03,16,533.3515,14.211376081252233,1146,28,True,False,4,4,4,12,Loyal
AS-10225,Alan Schoenberger,Corporate,5,4260.784,719.7751000000001,41,0.06153846153846154,2015-10-18,2018-12-08,13,852.1568,16.89302015779256,1147,23,True,False,5,2,4,11,Loyal
FH-14275,Frank Hawley,Corporate,10,4256.272,1073.2676,65,0.1285714285714286,2015-04-06,2018-11-23,21,425.6272,25.216142201438252,1327,38,True,False,4,5,4,13,Champion
CB-12535,Claudia Bergmann,Corporate,8,4246.4555,1049.5601,74,0.05,2016-01-02,2018-06-16,19,530.8069375,24.716145029660616,896,198,True,False,2,4,4,10,Loyal
TH-21550,Tracy Hopkins,Home Office,7,4234.0960000000005,-571.9678,44,0.06923076923076922,2015-04-05,2018-10-19,13,604.8708571428572,-13.508616715350808,1293,73,True,False,3,4,4,11,Loyal
BE-11335,Bill Eplett,Home Office,5,4204.676,1487.7739000000001,35,0.022222222222222223,2017-01-15,2018-09-02,9,840.9352000000001,35.38379413776472,595,120,True,False,2,2,4,8,Potential
JF-15565,Jill Fjeld,Consumer,8,4198.332,1073.2088,67,0.17500000000000002,2015-10-11,2018-11-06,16,524.7915,25.56274253679795,1122,55,True,False,3,4,4,11,Loyal
GH-14425,Gary Hwang,Consumer,4,4172.8460000000005,1176.4181,51,0.19,2015-06-17,2018-11-10,10,1043.2115000000001,28.192224203816767,1242,51,True,False,4,1,4,9,Potential
RS-19765,Roland Schwarz,Corporate,8,4159.7699999999995,1206.3851,54,0.1142857142857143,2015-04-07,2018-11-24,14,519.9712499999999,29.001245261156267,1327,37,True,False,4,4,4,12,Loyal
MY-18295,Muhammed Yedwab,Corporate,11,4152.696,-371.7111,89,0.2438095238095238,2015-04-28,2018-10-20,21,377.5178181818182,-8.951079009876956,1271,72,True,False,3,5,4,12,Loyal
PM-19135,Peter McVee,Home Office,4,4115.662,526.7537,36,0.1285714285714286,2016-12-19,2018-11-09,7,1028.9155,12.798759956478445,690,52,True,False,4,2,4,10,Loyal
SV-20785,Stewart Visinsky,Consumer,9,4105.305,485.0272,91,0.184,2015-04-12,2018-02-13,25,456.14500000000004,11.81464470971097,1038,321,True,False,1,5,4,10,Loyal
DM-13345,Denise Monton,Corporate,8,4074.4719999999998,1319.0586,41,0.1,2015-11-03,2018-12-08,13,509.30899999999997,32.37373087850401,1131,23,True,False,5,4,4,13,Champion
FP-14320,Frank Preis,Consumer,8,4046.746,406.44730000000004,54,0.13571428571428573,2015-12-07,2018-12-07,14,505.84325,10.04380556625002,1096,24,True,False,5,4,4,13,Champion
SP-20920,Susan Pistek,Consumer,6,3990.689,14.692400000000003,57,0.2714285714285714,2015-11-22,2018-10-21,14,665.1148333333333,0.3681670007359632,1064,71,True,False,3,3,4,10,Loyal
CM-12715,Craig Molinari,Corporate,4,3984.4524,176.3108,57,0.30923076923076925,2015-03-07,2016-03-01,13,996.1131,4.424969413613775,360,1035,True,False,1,1,4,6,At Risk
MP-17965,Michael Paige,Corporate,9,3983.6420000000003,638.1563,62,0.255,2016-04-18,2018-10-19,20,442.6268888888889,16.01941891364736,914,73,True,False,3,5,4,12,Loyal
SC-20305,Sean Christensen,Consumer,7,3979.065,229.1617,64,0.21666666666666667,2015-12-16,2018-12-01,12,568.4378571428572,5.759184632570716,1081,30,True,False,4,4,4,12,Loyal
SJ-20125,Sanjit Jacobs,Home Office,12,3949.656,144.1189,104,0.23333333333333336,2016-09-22,2018-09-26,23,329.138,3.648897524240086,734,96,True,False,3,5,4,12,Loyal
LF-17185,Luke Foster,Consumer,7,3930.5089999999996,-3583.977,69,0.31875,2015-07-26,2018-12-08,16,561.5012857142857,-91.18353373570702,1231,23,True,False,5,4,4,13,Champion
PW-19240,Pierre Wener,Consumer,7,3922.4150000000004,1290.354,39,0.1708333333333333,2015-11-18,2017-09-22,12,560.345,32.89692702072575,674,465,True,False,1,4,4,9,Potential
GA-14515,George Ashbrook,Consumer,8,3919.7760000000003,840.899,48,0.0642857142857143,2015-05-18,2018-08-03,14,489.97200000000004,21.452730972382096,1173,150,True,False,2,4,4,10,Loyal
KH-16630,Ken Heidel,Corporate,9,3918.9660000000003,727.3786,84,0.10588235294117647,2015-11-01,2018-11-02,17,435.4406666666667,18.560472328670365,1097,59,True,False,3,5,4,12,Loyal
CC-12220,Chris Cortes,Consumer,12,3913.418,393.9618,81,0.11818181818181818,2015-09-09,2018-12-10,22,326.1181666666667,10.066949147778233,1188,21,True,False,5,5,4,14,Champion
DB-13555,Dorothy Badders,Corporate,7,3908.8028,109.32700000000001,61,0.15142857142857144,2015-04-21,2018-09-14,14,558.4004,2.79694335053178,1242,108,True,False,2,3,4,9,Potential
NP-18670,Nora Paige,Consumer,5,3908.402,514.6002,46,0.02,2016-02-27,2018-11-02,10,781.6804,13.166511530799543,979,59,True,False,3,2,4,9,Potential
KC-16540,Kelly Collister,Consumer,4,3908.262,709.4219,28,0.2,2016-11-02,2018-09-24,5,977.0655,18.151851129734904,691,98,True,False,3,1,4,8,Potential
FC-14335,Fred Chung,Corporate,7,3889.366,714.2926,37,0.16,2015-10-10,2018-06-29,10,555.6237142857143,18.365270843628497,993,185,True,False,2,3,4,9,Potential
BS-11380,Bill Stewart,Corporate,5,3887.834,-17.532200000000024,58,0.27692307692307694,2015-11-29,2018-12-02,13,777.5668,-0.45095032349632275,1099,29,True,False,4,2,4,10,Loyal
JS-15880,John Stevenson,Consumer,5,3868.02,564.9798000000001,43,0.14666666666666667,2015-04-08,2017-07-14,9,773.604,14.606434299719236,828,535,True,False,1,2,4,7,Potential
RA-19885,Ruben Ausman,Corporate,7,3832.314,1292.8656,53,0.04000000000000001,2015-04-08,2018-11-17,15,547.4734285714286,33.735899511365716,1319,44,True,False,4,4,4,12,Loyal
AT-10735,Annie Thurman,Consumer,10,3831.864,974.107,60,0.08750000000000001,2015-08-30,2018-12-17,16,383.1864,25.421231024900674,1205,14,True,False,5,5,4,14,Champion
OT-18730,Olvera Toch,Consumer,5,3818.624,-925.1203,51,0.15999999999999998,2016-04-20,2018-10-26,10,763.7248,-24.226535526933265,919,66,True,False,3,2,4,9,Potential
RO-19780,Rose O'Brian,Consumer,7,3815.478,-1262.5716000000002,48,0.2916666666666667,2016-05-12,2018-11-25,12,545.0682857142857,-33.090784431203645,927,36,True,False,4,4,4,12,Loyal
MC-17845,Michael Chen,Consumer,7,3805.714,698.4174,45,0.09999999999999999,2015-07-05,2018-12-29,14,543.6734285714285,18.35180993632207,1273,2,True,False,5,4,4,13,Champion
MM-17920,Michael Moore,Consumer,11,3794.0800000000004,82.12499999999997,68,0.18125,2015-01-13,2018-12-23,16,344.91636363636366,2.164556361489477,1440,8,True,False,5,5,4,14,Champion
CA-11965,Carol Adams,Corporate,6,3789.7228,1143.3817,29,0.11200000000000002,2015-01-26,2018-09-25,10,631.6204666666666,30.170589257873953,1338,97,True,False,3,3,4,10,Loyal
MG-17650,Matthew Grinstein,Home Office,7,3785.276,341.898,57,0.1285714285714286,2015-08-09,2018-12-01,14,540.7537142857143,9.032313627856992,1210,30,True,False,4,4,4,12,Loyal
MD-17350,Maribeth Dona,Consumer,7,3766.382,-241.94999999999996,64,0.32941176470588235,2015-11-05,2018-09-04,17,538.0545714285714,-6.423936817879864,1034,118,True,False,2,4,4,10,Loyal
JK-15625,Jim Karlsson,Consumer,7,3760.028,750.9485,44,0.11666666666666668,2015-05-31,2018-10-30,12,537.1468571428571,19.971885847658584,1248,62,True,False,3,4,4,11,Loyal
JK-16090,Juliana Krohn,Consumer,3,3747.668,586.6625,43,0.19999999999999998,2016-04-21,2018-12-02,9,1249.2226666666668,15.65406807646782,955,29,True,False,4,1,4,9,Potential
FM-14290,Frank Merwin,Home Office,9,3736.198,198.10949999999997,79,0.18,2015-08-26,2018-11-24,20,415.1331111111111,5.302435791679134,1186,37,True,False,4,5,4,13,Champion
SC-20260,Scott Cohen,Corporate,8,3729.7929999999997,671.0033999999999,63,0.19722222222222222,2015-04-06,2018-06-26,18,466.22412499999996,17.990365685173412,1177,188,True,False,2,4,4,10,Loyal
HG-15025,Hunter Glantz,Consumer,7,3690.284,804.6113,38,0.17272727272727273,2015-10-14,2018-12-24,11,527.1834285714286,21.80350618001216,1167,7,True,False,5,4,4,13,Champion
BP-11185,Ben Peterman,Corporate,9,3675.861,363.5991,69,0.19444444444444445,2016-03-24,2018-12-29,18,408.429,9.891535615737375,1010,2,True,False,5,5,4,14,Champion
LP-17095,Liz Preis,Consumer,7,3653.399,338.44539999999995,52,0.18666666666666665,2017-06-06,2018-12-21,15,521.9141428571428,9.263849910726968,563,10,True,False,5,4,4,13,Champion
CS-12400,Christopher Schild,Home Office,9,3651.8585000000003,-342.80330000000004,47,0.21428571428571427,2015-09-26,2018-12-28,13,405.7620555555556,-9.387091531613287,1189,3,True,False,5,5,4,14,Champion
EB-13705,Ed Braxton,Corporate,9,3644.978,13.621500000000005,55,0.25833333333333336,2015-07-08,2018-11-12,12,404.99755555555555,0.37370595926779265,1223,49,True,False,4,5,4,13,Champion
JP-15520,Jeremy Pistek,Consumer,7,3635.594,757.1802,63,0.059375000000000004,2015-08-22,2018-12-22,16,519.3705714285715,20.826863505660974,1218,9,True,False,5,4,4,13,Champion
SZ-20035,Sam Zeldin,Home Office,11,3625.329,366.43030000000005,69,0.22000000000000003,2015-09-07,2018-11-25,20,329.57536363636365,10.107504725777993,1175,36,True,False,4,5,4,13,Champion
RH-19495,Rick Hansen,Consumer,5,3621.3759999999997,563.7877,38,0.1,2015-08-23,2018-11-28,8,724.2751999999999,15.568328171391208,1193,33,True,False,4,2,4,10,Loyal
TB-21175,Thomas Boland,Corporate,4,3589.296,829.1635,36,0.09090909090909091,2015-12-08,2018-11-02,11,897.324,23.10100643691688,1060,59,True,False,3,2,4,9,Potential
GM-14440,Gary McGarr,Consumer,7,3582.8199999999997,347.266,43,0.11818181818181818,2015-03-21,2018-10-08,11,511.83142857142855,9.692532697707394,1297,84,True,False,3,3,4,10,Loyal
DL-13495,Dionis Lloyd,Corporate,8,3539.322,-52.78799999999997,33,0.05000000000000001,2016-12-25,2018-10-15,12,442.41525,-1.491472095503036,659,77,True,False,3,4,4,11,Loyal
ES-14020,Erica Smith,Consumer,5,3510.4579999999996,1003.2935,31,0.125,2015-09-20,2018-11-20,8,702.0916,28.580131139583496,1157,41,True,False,4,2,4,10,Loyal
RW-19690,Robert Waldorf,Consumer,5,3495.646,707.5503,61,0.07333333333333333,2017-05-30,2018-10-12,15,699.1292000000001,20.240902539902493,500,80,True,False,3,2,4,9,Potential
AG-10675,Anna Gayman,Consumer,7,3489.0396000000005,-246.42570000000003,54,0.16133333333333333,2016-05-07,2018-09-24,15,498.43422857142866,-7.062851909161479,870,98,True,False,3,3,4,10,Loyal
ED-13885,Emily Ducich,Home Office,8,3484.92,670.4435000000001,54,0.21428571428571427,2015-08-09,2018-08-17,14,435.615,19.238418672451594,1104,136,True,False,2,4,4,10,Loyal
PW-19030,Pauline Webber,Corporate,10,3454.916,803.8169,48,0.038461538461538464,2015-05-16,2018-11-14,13,345.4916,23.265888374710123,1278,47,True,False,4,5,4,13,Champion
SF-20200,Sarah Foster,Consumer,9,3422.7859999999996,286.9046,74,0.12666666666666665,2015-12-23,2018-11-01,15,380.3095555555555,8.382195089029814,1044,60,True,False,3,5,4,12,Loyal
FC-14245,Frank Carlisle,Home Office,7,3418.742,1217.1662000000001,50,0.1357142857142857,2016-06-13,2018-10-21,14,488.39171428571433,35.60275095342088,860,71,True,False,3,3,4,10,Loyal
SH-19975,Sally Hughsby,Corporate,13,3406.8395,558.4739999999999,113,0.13620689655172413,2015-12-10,2018-12-01,29,262.0645769230769,16.392729977446837,1087,30,True,False,4,5,4,13,Champion
SG-20080,Sandra Glassco,Consumer,3,3406.5809999999997,570.438,30,0.06818181818181818,2016-10-31,2018-12-22,11,1135.5269999999998,16.745176468723333,782,9,True,False,5,1,4,10,Loyal
TS-21655,Trudy Schmidt,Consumer,5,3368.094,220.91629999999998,52,0.19285714285714287,2016-02-06,2018-05-06,14,673.6188,6.559089502846415,820,239,True,False,1,3,4,8,Potential
SC-20020,Sam Craven,Consumer,5,3362.9636,-317.0508,62,0.21882352941176472,2015-03-03,2016-11-10,17,672.59272,-9.427720240564007,618,781,True,False,1,2,4,7,Potential
VP-21760,Victoria Pisteka,Corporate,7,3360.526,-1018.7768,65,0.17142857142857143,2015-09-06,2018-10-16,14,480.07514285714285,-30.315992198840302,1136,76,True,False,3,4,4,11,Loyal
DJ-13630,Doug Jacobs,Consumer,3,3356.398,731.5644,43,0.0625,2016-12-14,2018-12-18,8,1118.7993333333334,21.79611595525918,734,13,True,False,5,1,4,10,Loyal
DV-13465,Dianna Vittorini,Consumer,6,3341.587,353.2127,62,0.11333333333333334,2015-06-22,2018-12-01,15,556.9311666666666,10.570208107704513,1258,30,True,False,4,3,4,11,Loyal
SF-20965,Sylvia Foulston,Corporate,9,3336.535,539.9352,66,0.2705882352941177,2015-10-21,2018-11-12,17,370.7261111111111,16.18251269655496,1118,49,True,False,4,5,4,13,Champion
DC-12850,Dan Campbell,Consumer,9,3336.168,-1441.6312999999998,64,0.21111111111111114,2015-07-05,2018-11-23,18,370.68533333333335,-43.21219135247385,1237,38,True,False,4,5,4,13,Champion
AP-10915,Arthur Prichep,Consumer,10,3323.556,579.3113,102,0.09354838709677421,2015-08-23,2018-09-23,30,332.3556,17.43046604299732,1127,99,True,False,3,5,4,12,Loyal
DK-13375,Dennis Kane,Consumer,8,3318.486,377.0799,77,0.10869565217391304,2015-09-07,2018-12-11,23,414.81075,11.363010119675057,1191,20,True,False,5,4,4,13,Champion
KH-16330,Katharine Harms,Corporate,8,3312.864,454.7871,70,0.1388888888888889,2015-04-01,2018-11-20,18,414.108,13.727913370425107,1329,41,True,False,4,4,4,12,Loyal
RF-19345,Randy Ferguson,Corporate,8,3309.15,633.7072000000001,67,0.1375,2015-05-20,2017-12-05,16,413.64375,19.15015034072194,930,391,True,False,1,4,4,9,Potential
RR-19525,Rick Reed,Corporate,6,3302.2619999999997,721.6826,36,0.06000000000000001,2015-09-09,2018-07-13,10,550.377,21.854189643341442,1038,171,True,False,2,3,4,9,Potential
BD-11605,Brian Dahlen,Consumer,7,3288.471,634.8463,74,0.0725,2015-01-13,2018-09-24,20,469.78157142857145,19.305212057518524,1350,98,True,False,3,3,4,10,Loyal
BS-11665,Brian Stugart,Consumer,3,3288.1099999999997,238.73680000000002,47,0.18181818181818182,2015-06-23,2017-05-27,11,1096.0366666666666,7.260608677933525,704,583,True,False,1,1,4,6,At Risk
RW-19630,Rob Williams,Corporate,9,3279.746,698.8325,53,0.1375,2015-06-28,2018-10-02,16,364.41622222222225,21.307518935917596,1192,90,True,False,3,5,4,12,Loyal
DL-12925,Daniel Lacy,Consumer,6,3272.2,4.213200000000029,43,0.03571428571428571,2015-09-09,2018-11-03,14,545.3666666666667,0.12875741091620407,1151,58,True,False,3,3,4,10,Loyal
DK-12835,Damala Kotsonis,Corporate,12,3256.48,881.1228000000001,86,0.17777777777777778,2015-03-26,2018-12-09,27,271.37333333333333,27.057522232594707,1354,22,True,False,5,5,4,14,Champion
AS-10090,Adam Shillingsburg,Consumer,9,3255.31,64.53739999999998,81,0.18,2015-09-22,2018-12-02,24,361.7011111111111,1.9825270097164318,1167,29,True,False,4,5,4,13,Champion
JO-15145,Jack O'Briant,Corporate,9,3254.949,581.4045,59,0.07307692307692308,2015-01-06,2018-11-03,13,361.661,17.862169269011588,1397,58,True,False,3,5,4,12,Loyal
AH-10075,Adam Hart,Corporate,10,3250.337,281.189,75,0.135,2015-11-16,2018-11-26,20,325.0337,8.651072181130758,1106,35,True,False,4,5,4,13,Champion
HG-14965,Henry Goldwyn,Corporate,12,3247.642,-2797.9635000000003,68,0.17058823529411765,2015-09-20,2018-12-07,17,270.6368333333333,-86.15369243284822,1174,24,True,False,5,5,4,14,Champion
LC-16960,Lindsay Castell,Home Office,4,3246.626,299.48019999999997,30,0.2857142857142857,2016-02-23,2017-10-20,7,811.6565,9.224351680791072,605,437,True,False,1,1,4,6,At Risk
CT-11995,Carol Triggs,Consumer,8,3241.898,161.22629999999995,60,0.16111111111111112,2015-05-07,2018-09-25,18,405.23725,4.973207053398964,1237,97,True,False,3,4,4,11,Loyal
EB-13750,Edward Becker,Corporate,10,3236.314,-80.28599999999999,91,0.145,2016-03-12,2018-11-25,20,323.6314,-2.480785239009564,988,36,True,False,4,5,4,13,Champion
SR-20425,Sharelle Roach,Home Office,5,3233.481,-3333.9144,34,0.36666666666666664,2015-06-14,2018-12-22,9,646.6962000000001,-103.1060457754352,1287,9,True,False,5,2,4,11,Loyal
LW-16990,Lindsay Williams,Corporate,6,3230.308,662.8339000000001,38,0.10909090909090911,2017-05-05,2018-11-27,11,538.3846666666667,20.519216743418898,571,34,True,False,4,3,4,11,Loyal
RS-19420,Ricardo Sperren,Corporate,5,3221.29,633.4513999999999,29,0.0,2015-08-05,2018-10-15,9,644.258,19.664525702435977,1167,77,True,False,3,2,4,9,Potential
AS-10285,Alejandro Savely,Corporate,6,3214.236,354.62760000000003,39,0.225,2017-05-21,2018-12-11,8,535.706,11.033029310853342,569,20,True,False,5,3,4,12,Loyal
MP-17470,Mark Packer,Home Office,7,3206.132,600.2873,77,0.12142857142857144,2015-03-30,2017-01-11,14,458.01885714285714,18.723099984654404,653,719,True,False,1,4,4,9,Potential
CS-12355,Christine Sundaresam,Consumer,11,3202.1620000000003,831.9432,74,0.08181818181818182,2015-08-15,2018-12-24,22,291.1056363636364,25.98067180860931,1227,7,True,False,5,5,4,14,Champion
BT-11680,Brian Thompson,Consumer,7,3196.752,447.74839999999995,88,0.07,2015-11-28,2018-12-10,20,456.6788571428571,14.006353949258497,1108,21,True,False,5,3,4,12,Loyal
DG-13300,Deirdre Greer,Corporate,5,3195.818,562.7761,39,0.1,2015-11-01,2018-11-28,8,639.1636000000001,17.609766889103195,1123,33,True,False,4,2,4,10,Loyal
JL-15505,Jeremy Lonsdale,Consumer,6,3173.874,591.7163,56,0.07058823529411766,2015-11-14,2018-11-11,17,528.9789999999999,18.64334564006007,1093,50,True,False,4,3,4,11,Loyal
GM-14680,Greg Matthias,Consumer,6,3163.628,35.48649999999999,31,0.14545454545454548,2015-05-10,2018-07-31,11,527.2713333333334,1.121702678064551,1178,153,True,False,2,3,4,9,Potential
JM-15250,Janet Martin,Consumer,6,3159.1220000000003,19.82350000000004,91,0.2894736842105263,2017-03-29,2018-11-23,19,526.5203333333334,0.6275002991337478,604,38,True,False,4,3,4,11,Loyal
CK-12205,Chloris Kastensmidt,Consumer,13,3154.855,141.2831,122,0.234375,2015-03-11,2018-11-21,32,242.68115384615385,4.478275546736696,1351,40,True,False,4,5,4,13,Champion
KB-16240,Karen Bern,Corporate,7,3152.6150000000002,763.9076,34,0.15,2015-03-31,2018-12-26,10,450.37357142857144,24.230919411345816,1366,5,True,False,5,4,4,13,Champion
MS-17770,Maxwell Schwartz,Consumer,9,3144.678,280.85839999999996,73,0.09999999999999999,2015-07-04,2018-08-31,19,349.40866666666665,8.931229206933109,1154,122,True,False,2,5,4,11,Loyal
RD-19900,Ruben Dartt,Consumer,9,3133.924,455.5292,85,0.05714285714285715,2015-04-05,2018-09-07,21,348.21377777777775,14.535425875037175,1251,115,True,False,2,5,4,11,Loyal
TN-21040,Tanja Norvell,Home Office,7,3130.221,-692.0452,48,0.19999999999999998,2015-10-10,2018-10-01,12,447.17442857142856,-22.108509271390105,1087,91,True,False,3,4,4,11,Loyal
SN-20710,Steve Nguyen,Home Office,7,3127.9592,481.74989999999997,89,0.1168421052631579,2015-05-06,2018-10-12,19,446.85131428571424,15.401412524818097,1255,80,True,False,3,4,4,11,Loyal
SG-20605,Speros Goranitis,Consumer,6,3124.832,463.269,49,0.09230769230769233,2015-01-23,2018-09-13,13,520.8053333333334,14.82540501377354,1329,109,True,False,2,3,4,9,Potential
KH-16360,Katherine Hughes,Consumer,6,3100.612,528.2051,40,0.15,2015-04-29,2018-12-29,14,516.7686666666667,17.03551105394677,1340,2,True,False,5,3,4,12,Loyal
PG-18820,Patrick Gardner,Consumer,13,3086.907,137.46130000000002,83,0.16923076923076924,2015-05-09,2018-11-24,25,237.45438461538464,4.453043126987629,1295,37,True,False,4,5,4,13,Champion
EH-14125,Eugene Hildebrand,Home Office,10,3082.653,96.27019999999999,76,0.20555555555555557,2015-10-19,2018-07-31,18,308.26529999999997,3.1229658349480136,1016,153,True,False,2,5,4,11,Loyal
GM-14455,Gary Mitchum,Home Office,6,3078.624,793.2814000000001,54,0.16666666666666666,2015-04-11,2018-12-14,12,513.1039999999999,25.767401280572106,1343,17,True,False,5,3,4,12,Loyal
EB-14110,Eugene Barchas,Consumer,6,3071.126,184.7656,30,0.2090909090909091,2016-04-13,2018-09-08,11,511.8543333333334,6.016216853362578,878,114,True,False,2,3,4,9,Potential
MG-18145,Mike Gockenbach,Consumer,4,3061.543,-93.603,42,0.1875,2015-03-29,2018-10-07,8,765.38575,-3.057379889813731,1288,85,True,False,3,2,4,9,Potential
TG-21310,Toby Gnade,Consumer,5,3058.372,682.1704,30,0.2111111111111111,2016-03-09,2018-01-27,9,611.6744,22.30501717907436,689,338,True,False,1,3,4,8,Potential
KT-16465,Kean Takahito,Consumer,7,3057.1,254.0032,45,0.2285714285714286,2015-09-08,2017-12-04,14,436.7285714285714,8.308632364005103,818,392,True,False,1,4,4,9,Potential
SS-20410,Shahid Shariari,Consumer,6,3056.8070000000002,-1010.9738,46,0.25833333333333336,2015-05-30,2018-09-11,12,509.4678333333334,-33.07286982789557,1200,111,True,False,2,3,4,9,Potential
SL-20155,Sara Luxemburg,Home Office,7,3053.012,527.9715,30,0.17777777777777778,2015-09-21,2018-10-21,9,436.14457142857145,17.29346298016516,1126,71,True,False,3,4,4,11,Loyal
AS-10045,Aaron Smayling,Corporate,7,3050.692,-253.57459999999998,48,0.355,2015-07-27,2018-10-03,10,435.81314285714285,-8.312035433272188,1164,89,True,False,3,3,4,10,Loyal
CA-12775,Cynthia Arntzen,Consumer,7,3041.566,204.48950000000002,72,0.18823529411764706,2015-06-28,2018-09-01,17,434.50942857142854,6.723164974884649,1161,121,True,False,2,3,4,9,Potential
CS-11950,Carlos Soltero,Consumer,11,3036.547,-126.4223,68,0.2636363636363636,2015-06-08,2018-12-05,22,276.0497272727273,-4.163357260730692,1276,26,True,False,5,5,4,14,Champion
LS-16975,Lindsay Shagiari,Home Office,9,2988.674,262.63669999999996,63,0.2818181818181818,2015-10-20,2018-12-10,22,332.0748888888889,8.787733289077362,1147,21,True,False,5,5,4,14,Champion
MH-18025,Michelle Huthwaite,Consumer,5,2984.948,476.9032,31,0.13,2015-07-08,2018-11-11,10,596.9896,15.976934941580224,1222,50,True,False,4,2,4,10,Loyal
FA-14230,Frank Atkinson,Corporate,7,2984.054,520.5229,58,0.25882352941176473,2015-09-19,2018-09-24,17,426.2934285714286,17.44348125067442,1101,98,True,False,3,3,4,10,Loyal
DB-13120,David Bremer,Corporate,7,2973.094,-1421.7692,59,0.14285714285714285,2016-05-01,2018-11-12,14,424.7277142857143,-47.821199060641874,925,49,True,False,4,3,4,11,Loyal
NS-18640,Noel Staavos,Corporate,13,2964.823,-234.7714,113,0.21538461538461537,2015-06-25,2018-07-09,26,228.0633076923077,-7.918563772609698,1110,175,True,False,2,5,4,11,Loyal
TM-21010,Tamara Manning,Consumer,8,2955.2259999999997,573.3013,67,0.05263157894736842,2015-02-21,2018-09-18,19,369.40324999999996,19.39957553161755,1305,104,True,False,3,4,4,11,Loyal
CK-12325,Christine Kargatis,Home Office,5,2945.321,261.22090000000003,46,0.18333333333333335,2015-03-14,2018-09-01,12,589.0642,8.869012919135132,1267,121,True,False,2,2,4,8,Potential
