row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_month_name,order_quarter,order_quarter_num,year_month,year_quarter,order_day_name,order_week,is_weekend_order,processing_month,shipping_days,is_delayed,profit_margin,unit_price,is_loss,is_discounted,discount_value,discount_band,sales_category,margin_band,lifetime_orders,lifetime_value,is_high_value,is_repeat,rfm_segment,sales_outlier,profit_outlier,quantity_outlier,discount_outlier,shipping_days_outlier
3185,CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,2018,11,Nov,Q4,4,2018-11,2018-Q4,Friday,45,False,Nov,3,False,29.000000000000004,181.46,False,False,0.0,No discount,Very Large,Strong (25%+),11,7294.185,True,True,Champion,True,True,False,False,False
3186,CA-2015-123498,2015-11-07,2015-11-09,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,2015,11,Nov,Q4,4,2015-11,2015-Q4,Saturday,45,True,Nov,2,False,-170.0,8.682,True,True,104.18400000000004,50%+,Medium,Loss,5,19052.218,True,True,Potential,False,True,False,True,False
3193,CA-2018-158953,2018-06-04,2018-06-08,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555,2018,6,Jun,Q2,2,2018-06,2018-Q2,Monday,23,False,Jun,4,False,-150.0,0.91,True,True,25.480000000000008,50%+,Small,Loss,3,742.082,False,True,At Risk,False,False,False,True,False
3194,CA-2015-165428,2015-09-01,2015-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192,2015,9,Sep,Q3,3,2015-09,2015-Q3,Tuesday,36,False,Sep,3,False,-165.0,1.216,True,True,14.592000000000006,50%+,Small,Loss,6,1214.956,False,True,Loyal,False,False,False,True,False
3198,CA-2016-149384,2016-07-10,2016-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,-2.244,2016,7,Jul,Q3,3,2016-07,2016-Q3,Sunday,27,True,Jul,0,False,-66.66666666666667,1.122,True,True,7.853999999999999,50%+,Small,Loss,8,684.1709999999999,False,True,Potential,False,False,False,True,False
3203,CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,2015,11,Nov,Q4,4,2015-11,2015-Q4,Tuesday,46,False,Nov,6,True,10.0,75.192,False,True,150.3839999999999,16-30%,Very Large,Low (0-10%),9,3133.924,False,True,Loyal,True,False,False,False,False
3209,CA-2017-108882,2017-01-09,2017-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983,2017,1,Jan,Q1,1,2017-01,2017-Q1,Monday,2,False,Jan,6,True,34.0,69.99,False,False,0.0,No discount,Very Large,Strong (25%+),11,8673.222,True,True,Loyal,False,True,False,False,False
3210,CA-2017-108882,2017-01-09,2017-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723,2017,1,Jan,Q1,1,2017-01,2017-Q1,Monday,2,False,Jan,6,True,37.50000000000001,41.992,False,True,94.48199999999996,16-30%,Very Large,Strong (25%+),11,8673.222,True,True,Loyal,False,True,False,False,False
3212,US-2018-108245,2018-09-22,2018-09-27,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,-18.5262,2018,9,Sep,Q3,3,2018-09,2018-Q3,Saturday,38,True,Sep,5,False,-165.0,1.604,True,True,44.91200000000001,50%+,Small,Loss,13,3406.8395,False,True,Champion,False,False,False,True,False
3213,CA-2015-142314,2015-12-23,2015-12-28,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0.0,58.0272,2015,12,Dec,Q4,4,2015-12,2015-Q4,Wednesday,52,False,Dec,5,False,28.0,18.84,False,False,0.0,No discount,Large,Strong (25%+),9,3422.786,False,True,Loyal,False,False,True,False,False
3218,CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,3,0.2,314.2719,2018,11,Nov,Q4,4,2018-11,2018-Q4,Saturday,45,True,Nov,6,True,33.75,310.392,False,True,232.794,16-30%,Very Large,Strong (25%+),10,4256.272,False,True,Champion,True,True,False,False,False
3219,CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2,0.0,124.9552,2018,11,Nov,Q4,4,2018-11,2018-Q4,Saturday,45,True,Nov,6,True,29.000000000000004,215.44,False,False,0.0,No discount,Very Large,Strong (25%+),10,4256.272,False,True,Champion,False,True,False,False,False
3225,CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,2015,10,Oct,Q4,4,2015-10,2015-Q4,Friday,40,False,Oct,3,False,33.75,159.2,False,True,79.59999999999997,16-30%,Very Large,Strong (25%+),9,4657.924,True,True,Champion,False,True,False,False,False
3232,US-2018-156356,2018-04-16,2018-04-22,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,2018,4,Apr,Q2,2,2018-04,2018-Q2,Monday,16,False,Apr,6,True,-170.0,8.682,True,True,104.18400000000004,50%+,Medium,Loss,9,4326.139,True,True,Champion,False,True,False,True,False
3233,US-2018-156356,2018-04-16,2018-04-22,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,1,0.8,-4.7784,2018,4,Apr,Q2,2,2018-04,2018-Q2,Monday,16,False,Apr,6,True,-165.0,2.896,True,True,11.584000000000003,50%+,Small,Loss,9,4326.139,True,True,Champion,False,False,False,True,False
3239,US-2017-127971,2017-11-20,2017-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,2017,11,Nov,Q4,4,2017-11,2017-Q4,Monday,47,False,Nov,7,True,-24.285714285714285,63.686,True,True,136.47000000000003,16-30%,Very Large,Loss,6,1080.751,False,True,Potential,False,True,False,False,False
3241,US-2017-127971,2017-11-20,2017-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272,2017,11,Nov,Q4,4,2017-11,2017-Q4,Monday,47,False,Nov,7,True,-40.0,2.356,True,True,10.602,50%+,Small,Loss,6,1080.751,False,True,Potential,False,False,False,True,False
3243,CA-2018-114524,2018-03-31,2018-04-05,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,13,0.8,-22.8956,2018,3,Mar,Q1,1,2018-03,2018-Q1,Saturday,13,True,Apr,5,False,-170.00000000000003,1.036,True,True,53.872000000000014,50%+,Small,Loss,5,1832.02,False,True,Loyal,False,False,True,True,False
3259,US-2017-161844,2017-12-09,2017-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,2017,12,Dec,Q4,4,2017-12,2017-Q4,Saturday,49,True,Dec,5,False,-69.99999999999999,1.473,True,True,6.873999999999999,50%+,Small,Loss,12,3256.48,False,True,Champion,False,False,False,True,False
3260,US-2017-162103,2017-11-13,2017-11-17,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704,2017,11,Nov,Q4,4,2017-11,2017-Q4,Monday,46,False,Nov,4,False,-149.99999999999997,1.568,True,True,12.544000000000004,50%+,Small,Loss,8,4704.304,True,True,Loyal,False,False,False,True,False
3263,CA-2015-140662,2015-11-17,2015-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,733.95,7,0.0,352.296,2015,11,Nov,Q4,4,2015-11,2015-Q4,Tuesday,47,False,Nov,2,False,48.0,104.85,False,False,0.0,No discount,Very Large,Strong (25%+),7,5371.09,True,True,Loyal,True,True,False,False,False
3264,CA-2015-140662,2015-11-17,2015-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432,2015,11,Nov,Q4,4,2015-11,2015-Q4,Tuesday,47,False,Nov,2,False,30.0,80.48,False,False,0.0,No discount,Very Large,Strong (25%+),7,5371.09,True,True,Loyal,False,True,False,False,False
3274,CA-2018-133865,2018-05-08,2018-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,2018,5,May,Q2,2,2018-05,2018-Q2,Tuesday,19,False,May,4,False,31.249999999999996,559.9920000000001,False,True,839.9879999999994,16-30%,Very Large,Strong (25%+),7,6843.634,True,True,Loyal,True,True,False,False,False
3281,CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,2015,4,Apr,Q2,2,2015-04,2015-Q2,Sunday,14,True,Apr,4,False,2.0,832.8100000000001,False,False,0.0,No discount,Very Large,Low (0-10%),3,6049.966,True,True,Potential,True,True,False,False,False
3285,CA-2015-103702,2015-09-12,2015-09-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,2015,9,Sep,Q3,3,2015-09,2015-Q3,Saturday,37,True,Sep,5,False,-73.33333333333334,9.132,True,True,149.15599999999995,50%+,Large,Loss,4,861.565,False,True,At Risk,False,True,False,True,False
3295,CA-2015-138023,2015-08-15,2015-08-18,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632,2015,8,Aug,Q3,3,2015-08,2015-Q3,Saturday,33,True,Aug,3,False,-170.0,3.87,True,True,123.84000000000005,50%+,Medium,Loss,7,5952.859,True,True,Champion,False,True,False,True,False
3296,CA-2018-113418,2018-10-01,2018-10-03,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.0,767.2005,2018,10,Oct,Q4,4,2018-10,2018-Q4,Monday,40,False,Oct,2,False,45.0,154.99,False,False,0.0,No discount,Very Large,Strong (25%+),6,6339.5576,True,True,Loyal,True,True,True,False,False
3297,US-2016-110569,2016-05-23,2016-05-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,2016,5,May,Q2,2,2016-05,2016-Q2,Monday,21,False,May,7,True,-66.66666666666666,2.742,True,True,44.78599999999999,50%+,Medium,Loss,10,2767.219,False,True,Loyal,False,False,False,True,False
3299,CA-2018-136308,2018-11-16,2018-11-16,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,2018,11,Nov,Q4,4,2018-11,2018-Q4,Friday,46,False,Nov,0,False,11.249999999999998,639.9920000000001,False,True,479.9939999999997,16-30%,Very Large,Healthy (10-25%),2,5253.876,True,True,Loyal,True,True,False,False,False
3300,US-2015-159926,2015-11-18,2015-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,47,False,Nov,4,False,-80.0,50.997,True,True,118.99299999999998,50%+,Medium,Loss,11,3036.547,False,True,Champion,False,True,False,True,False
3302,US-2015-159926,2015-11-18,2015-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,539.964,6,0.4,-107.9928,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,47,False,Nov,4,False,-20.0,89.99400000000001,True,True,359.9760000000001,31-50%,Very Large,Loss,11,3036.547,False,True,Champion,True,True,False,False,False
3304,US-2015-159926,2015-11-18,2015-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,0.7,-1.4256,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,47,False,Nov,4,False,-73.33333333333334,0.648,True,True,4.535999999999999,50%+,Small,Loss,11,3036.547,False,True,Champion,False,False,False,True,False
3308,CA-2015-104738,2015-12-30,2016-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576,2015,12,Dec,Q4,4,2015-12,2015-Q4,Wednesday,53,False,Jan,2,False,-160.0,0.762,True,True,9.144000000000004,50%+,Small,Loss,9,5440.319,True,True,Champion,False,False,False,True,False
3311,CA-2017-111416,2017-09-17,2017-09-22,Standard Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,2017,9,Sep,Q3,3,2017-09,2017-Q3,Sunday,37,True,Sep,5,False,33.75,46.48,False,True,58.1,16-30%,Very Large,Strong (25%+),7,5420.514,True,True,Champion,False,True,False,False,False
3313,US-2015-133130,2015-09-27,2015-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,2015,9,Sep,Q3,3,2015-09,2015-Q3,Sunday,39,True,Oct,4,False,7.5,120.784,False,True,150.9799999999999,16-30%,Very Large,Low (0-10%),5,2422.824,False,True,Potential,True,False,False,False,False
3317,CA-2018-161739,2018-11-10,2018-11-15,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45,2018,11,Nov,Q4,4,2018-11,2018-Q4,Saturday,45,True,Nov,5,False,-125.0,68.392,True,True,512.9399999999998,50%+,Very Large,Loss,10,3236.314,False,True,Champion,False,True,False,True,False
3321,CA-2015-134551,2015-12-20,2015-12-25,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,2015,12,Dec,Q4,4,2015-12,2015-Q4,Sunday,51,True,Dec,5,False,11.25,220.96,False,True,165.7199999999999,16-30%,Very Large,Healthy (10-25%),6,2243.274,False,True,Loyal,True,True,False,False,False
3325,CA-2015-165309,2015-11-11,2015-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,0.8,-1480.0335,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,46,False,Nov,4,False,-165.0,179.398,True,True,3587.960000000001,50%+,Very Large,Loss,5,8282.358,True,True,Potential,True,True,False,True,False
3326,CA-2015-165309,2015-11-11,2015-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,0.8,-1.9744,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,46,False,Nov,4,False,-160.0,1.234,True,True,4.936000000000002,50%+,Small,Loss,5,8282.358,True,True,Potential,False,False,False,True,False
3329,CA-2015-165309,2015-11-11,2015-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,262.336,8,0.2,95.0968,2015,11,Nov,Q4,4,2015-11,2015-Q4,Wednesday,46,False,Nov,4,False,36.25,32.792,False,True,65.584,16-30%,Very Large,Strong (25%+),5,8282.358,True,True,Potential,False,True,False,False,False
3334,CA-2018-122595,2018-12-14,2018-12-20,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032,1,0.6,-1.3208,2018,12,Dec,Q4,4,2018-12,2018-Q4,Friday,50,False,Dec,6,True,-65.0,2.032,True,True,3.048,50%+,Small,Loss,6,3078.624,False,True,Loyal,False,False,False,True,False
3338,US-2018-109253,2018-08-21,2018-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364,2018,8,Aug,Q3,3,2018-08,2018-Q3,Tuesday,34,False,Aug,1,False,5.0,189.576,False,True,142.1819999999999,16-30%,Very Large,Low (0-10%),5,1840.178,False,True,Potential,True,False,False,False,False
3349,CA-2018-154732,2018-11-05,2018-11-07,First Class,AH-10195,Alan Haines,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,0.8,-25.648,2018,11,Nov,Q4,4,2018-11,2018-Q4,Monday,45,False,Nov,2,False,-160.0,3.2060000000000004,True,True,64.12000000000002,50%+,Small,Loss,4,1587.452,False,True,At Risk,False,False,False,True,False
3354,US-2015-150434,2015-07-19,2015-07-24,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,06010,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0.0,93.5948,2015,7,Jul,Q3,3,2015-07,2015-Q3,Sunday,29,True,Jul,5,False,26.0,179.99,False,False,0.0,No discount,Very Large,Strong (25%+),4,1421.954,False,True,Potential,False,True,False,False,False
3359,CA-2017-139234,2017-05-06,2017-05-10,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932,2017,5,May,Q2,2,2017-05,2017-Q2,Saturday,18,True,May,4,False,-165.0,1.604,True,True,12.832000000000006,50%+,Small,Loss,7,2052.908,False,True,Loyal,False,False,False,True,False
3365,CA-2017-130050,2017-07-16,2017-07-18,Second Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,9.552,3,0.6,-3.8208,2017,7,Jul,Q3,3,2017-07,2017-Q3,Sunday,28,True,Jul,2,False,-40.0,3.184,True,True,14.328,50%+,Small,Loss,5,4432.138,True,True,Potential,False,False,False,True,False
3371,CA-2017-134887,2017-03-25,2017-03-25,Same Day,TB-21280,Toby Braunhardt,Consumer,United States,Norman,Oklahoma,73071,Central,TEC-AC-10003832,Technology,Accessories,LogitechÂ P710e Mobile Speakerphone,1287.45,5,0.0,244.6155,2017,3,Mar,Q1,1,2017-03,2017-Q1,Saturday,12,True,Mar,0,False,19.0,257.49,False,False,0.0,No discount,Very Large,Healthy (10-25%),6,2198.45,False,True,Potential,True,True,False,False,False
3379,CA-2018-142867,2018-03-17,2018-03-21,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416,2018,3,Mar,Q1,1,2018-03,2018-Q1,Saturday,11,True,Mar,4,False,-160.0,2.296,True,True,55.10400000000001,50%+,Small,Loss,9,4893.043,True,True,Loyal,False,False,False,True,False
3385,CA-2016-130659,2016-12-04,2016-12-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,5,0.0,539.925,2016,12,Dec,Q4,4,2016-12,2016-Q4,Sunday,48,True,Dec,5,False,30.0,359.95,False,False,0.0,No discount,Very Large,Strong (25%+),10,7443.69,True,True,Loyal,True,True,False,False,False
3386,CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3256,2018,10,Oct,Q4,4,2018-10,2018-Q4,Sunday,40,True,Oct,4,False,11.249999999999998,145.168,False,True,145.168,16-30%,Very Large,Healthy (10-25%),11,7198.761,True,True,Champion,True,False,False,False,False
3389,CA-2018-148404,2018-10-07,2018-10-11,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50.454,6,0.7,-33.636,2018,10,Oct,Q4,4,2018-10,2018-Q4,Sunday,40,True,Oct,4,False,-66.66666666666667,8.409,True,True,117.72599999999996,50%+,Medium,Loss,11,7198.761,True,True,Champion,False,False,False,True,False
3392,CA-2015-166471,2015-08-09,2015-08-13,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198,2015,8,Aug,Q3,3,2015-08,2015-Q3,Sunday,32,True,Aug,4,False,6.25,272.792,False,True,272.7919999999999,16-30%,Very Large,Low (0-10%),7,3785.276,False,True,Loyal,True,False,False,False,False
3393,CA-2015-166471,2015-08-09,2015-08-13,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168,2,0.2,-43.8336,2015,8,Aug,Q3,3,2015-08,2015-Q3,Sunday,32,True,Aug,4,False,-20.0,109.584,True,True,54.79199999999997,16-30%,Very Large,Loss,7,3785.276,False,True,Loyal,False,True,False,False,False
3394,CA-2015-105340,2015-11-22,2015-11-25,First Class,EH-14185,Evan Henry,Consumer,United States,Pasadena,Texas,77506,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,0.8,-11.0848,2015,11,Nov,Q4,4,2015-11,2015-Q4,Sunday,47,True,Nov,3,False,-160.0,6.928,True,True,27.712000000000007,50%+,Small,Loss,6,923.884,False,True,At Risk,False,False,False,True,False
3397,US-2018-148362,2018-07-01,2018-07-08,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,1,0.0,78.1954,2018,7,Jul,Q3,3,2018-07,2018-Q3,Sunday,26,True,Jul,7,True,46.0,169.99,False,False,0.0,No discount,Large,Strong (25%+),7,10604.266,True,True,Loyal,False,True,False,False,False
3400,CA-2015-102274,2015-11-21,2015-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,629.1,6,0.0,301.968,2015,11,Nov,Q4,4,2015-11,2015-Q4,Saturday,47,True,Nov,5,False,48.00000000000001,104.85,False,False,0.0,No discount,Very Large,Strong (25%+),6,4932.872,True,True,Potential,True,True,False,False,False
3403,CA-2016-129700,2016-05-04,2016-05-05,First Class,LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152,2016,5,May,Q2,2,2016-05,2016-Q2,Wednesday,18,False,May,1,False,-40.0,3.184,True,True,33.432,50%+,Medium,Loss,11,8673.222,True,True,Loyal,False,False,False,True,False
3404,CA-2018-168739,2018-05-29,2018-06-05,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392,2018,5,May,Q2,2,2018-05,2018-Q2,Tuesday,22,False,Jun,7,True,-80.0,16.356,True,True,98.136,50%+,Large,Loss,5,886.52,False,True,Potential,False,True,False,True,False
3408,US-2015-150119,2015-04-23,2015-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488,8,0.7,-5.2416,2015,4,Apr,Q2,2,2015-04,2015-Q2,Thursday,17,False,Apr,4,False,-70.0,0.936,True,True,17.471999999999998,50%+,Small,Loss,8,4704.304,True,True,Loyal,False,False,False,True,False
